;BUSINESSPARTNERID2;FIRSTCONTACTDATE2;BUSINESSPARTNERCATEGORY2;GIVENNAMES;LASTNAME;CONSULTATION;GENDER;NAMEATBIRTH;DATEOFBIRTH;PLACEOFBIRTH;MARITALSTATUS;EDUCATIONLEVEL;ISHOMEOWNER;NUMBERHOUSEHOLDMEMBERS;CHILDRENATHOMEINDICATOR
1448;5189;22.03.2013;Individual;Alyssa;Martin;;female;Martin;30.04.1980;;Married;Master;0;2;1
1449;5388;17.05.2015;Individual;Anna;Albares;;female;Albares;23.12.1965;;Married;Bachelor;0;4;1
1450;5648;06.04.2016;Individual;Anna;Taylor;;female;Taylor;10.09.1976;;Married;HighSchool;1;2;1
1451;5190;12.01.2012;Individual;Brittany;Martin;;female;Martin;28.06.1960;;Married;Bachelor;0;4;0
1452;5389;23.03.2012;Individual;Danielle;Albares;;female;Albares;11.05.1969;;Married;Bachelor;0;2;0
1453;5649;07.05.2012;Individual;Danielle;Taylor;;female;Taylor;18.09.1982;;Married;SmeCollege;0;3;1
1454;5390;18.01.2013;Individual;Hannah;Albares;;female;Albares;02.08.1976;;Married;HighSchool;1;1;1
1455;5191;14.10.2014;Individual;Jennifer;Martin;;female;Martin;07.06.1971;;Single;9thGrade;0;2;1
1456;5650;08.02.2014;Individual;Haley;Williams;;female;Williams;10.12.1961;;Married;Bachelor;1;2;0
1457;5391;16.08.2012;Individual;Melissa;Albares;;female;Albares;20.02.1964;;Single;SmeCollege;0;4;1
1458;5192;16.09.2012;Individual;Rebecca;Martin;;female;Martin;20.09.1968;;Single;AssocDgree;0;3;1
1459;5651;26.02.2017;Individual;Kimberly;Williams;;female;Williams;10.09.1987;;Married;HighSchool;1;3;0
1460;5392;22.01.2013;Individual;Abigail;Amigon;;female;Amigon;23.01.1966;;Married;Bachelor;0;2;1
1461;5193;20.01.2013;Individual;Stephanie;Martin;;female;Martin;10.07.1962;;Married;AssocDgree;0;3;0
1462;5652;05.08.2016;Individual;Taylor;Williams;;female;Williams;08.01.1968;;Married;HighSchool;1;3;1
1463;5393;22.10.2015;Individual;Rebecca;Johnson;;female;Johnson;09.10.1982;;Married;Master;0;3;1
1464;5194;30.09.2013;Individual;Alexis;Martinez;;female;Martinez;22.08.1980;;Married;SmeCollege;0;4;0
1465;5653;05.04.2013;Individual;Kayla;Davis;;female;Davis;01.05.1974;;Married;HighSchool;0;2;1
1466;5394;24.02.2015;Individual;Stephanie;Johnson;;female;Johnson;27.02.1979;;Married;SmeCollege;0;4;0
1467;5654;08.11.2014;Individual;Nicole;Davis;;female;Davis;24.04.1965;;Married;9thGrade;1;2;1
1468;5195;02.09.2014;Individual;Kelsey;Poquette;;female;Poquette;12.09.1982;;Married;Bachelor;0;2;1
1469;5395;25.02.2015;Individual;Abigail;Jones;;female;Jones;29.01.1974;;Married;Master;1;3;0
1470;5655;03.01.2014;Individual;Emily;Dilliard;;female;Dilliard;29.12.1977;;Married;Bachelor;0;2;1
1471;5196;18.06.2013;Individual;Mary;Poquette;;female;Poquette;28.09.1976;;Single;AssocDgree;0;1;1
1472;5396;14.03.2015;Individual;Alyssa;Jones;;female;Jones;17.10.1982;;Single;9thGrade;0;4;1
1473;5656;15.01.2015;Individual;Nicole;Garcia;;female;Garcia;10.09.1971;;Single;9thGrade;0;2;0
1474;5197;22.05.2015;Individual;Samantha;Poquette;;female;Poquette;21.06.1967;;Married;SmeCollege;0;3;0
1475;5397;13.09.2016;Individual;Brittany;Jones;;female;Jones;21.07.1964;;Single;ProfDgree;1;4;0
1476;5657;13.08.2013;Individual;Amber;Garufi;;female;Garufi;28.11.1967;;Married;SmeCollege;0;3;0
1477;5398;12.09.2012;Individual;Jennifer;Jones;;female;Jones;13.07.1980;;Married;HighSchool;0;3;1
1478;5198;04.01.2015;Individual;Victoria;Poquette;;female;Poquette;04.06.1975;;Single;Bachelor;0;1;1
1479;5658;07.12.2014;Individual;Brianna;Garufi;;female;Garufi;09.02.1985;;Single;Bachelor;0;3;1
1480;5399;01.12.2013;Individual;Rebecca;Jones;;female;Jones;23.01.1980;;Married;Bachelor;1;3;0
1481;5199;28.11.2012;Individual;Emily;Rim;;female;Rim;10.01.1964;;Single;HighSchool;1;4;1
1482;5659;10.09.2012;Individual;Jasmine;Garufi;;female;Garufi;27.06.1979;;Married;HighSchool;0;2;0
1483;5400;24.05.2017;Individual;Ashley;Moore;;female;Moore;02.11.1977;;Married;HighSchool;1;1;1
1484;5200;12.06.2013;Individual;Morgan;Thomas;;female;Thomas;01.03.1967;;Married;Bachelor;1;3;0
1485;5401;31.01.2015;Individual;Jessica;Moore;;female;Moore;25.06.1985;;Single;9thGrade;1;3;1
1486;5660;06.08.2016;Individual;Katherine;Garufi;;female;Garufi;01.06.1983;;Single;HighSchool;0;4;0
1487;5201;05.05.2015;Individual;Alexandra;Thompson;;female;Thompson;13.08.1971;;Married;HighSchool;1;1;0
1488;5402;01.09.2014;Individual;Kayla;Moore;;female;Moore;13.01.1982;;Single;AssocDgree;0;3;0
1489;5661;17.08.2015;Individual;Lauren;Garufi;;female;Garufi;20.12.1986;;Married;SmeCollege;0;1;0
1490;5202;24.06.2015;Individual;Elizabeth;Thompson;;female;Thompson;30.08.1969;;Single;Bachelor;0;3;0
1491;5403;21.06.2012;Individual;Nicole;Moore;;female;Moore;03.06.1984;;Married;9thGrade;1;2;1
1492;5662;01.03.2013;Individual;Madison;Garufi;;female;Garufi;06.07.1965;;Single;AssocDgree;1;4;0
1493;5203;06.03.2012;Individual;Megan;Thompson;;female;Thompson;22.06.1964;;Married;AssocDgree;0;1;0
1494;5404;25.11.2014;Individual;Alexis;Morasca;;female;Morasca;23.08.1974;;Married;Bachelor;0;4;1
1495;5663;15.01.2017;Individual;Courtney;Whobrey;;female;Whobrey;07.07.1968;;Single;HighSchool;1;1;1
1496;5204;06.02.2015;Individual;Emily;Wilson;;female;Wilson;21.10.1980;;Married;AssocDgree;1;1;0
1497;5405;03.05.2013;Individual;Allison;Morasca;;female;Morasca;30.11.1967;;Married;9thGrade;0;3;0
1498;5664;22.10.2014;Individual;Kelsey;Whobrey;;female;Whobrey;05.10.1984;;Single;9thGrade;1;4;1
1499;5205;07.03.2016;Individual;Morgan;Wilson;;female;Wilson;26.02.1985;;Married;SmeCollege;0;4;0
1500;5406;20.02.2015;Individual;Amanda;Morasca;;female;Morasca;10.04.1972;;Single;ProfDgree;1;4;0
1501;5665;01.09.2013;Individual;Mary;Whobrey;;female;Whobrey;19.03.1969;;Married;AssocDgree;0;2;1
1502;5206;04.02.2013;Individual;Emily;Brown;;female;Brown;13.12.1975;;Married;SmeCollege;1;3;1
1503;5407;01.12.2013;Individual;Anna;Morasca;;female;Morasca;17.10.1961;;Married;9thGrade;1;2;1
1504;5666;07.06.2012;Individual;Samantha;Whobrey;;female;Whobrey;10.09.1974;;Single;Bachelor;1;1;0
1505;5207;20.12.2012;Individual;Morgan;Brown;;female;Brown;22.02.1978;;Married;SmeCollege;0;4;0
1506;5408;24.09.2012;Individual;Mary;Taylor;;female;Taylor;01.01.1982;;Married;HighSchool;0;1;0
1507;5667;17.07.2015;Individual;Alyssa;Smith;;female;Smith;08.07.1980;;Married;HighSchool;1;2;1
1508;5208;24.08.2014;Individual;Kimberly;Dilliard;;female;Dilliard;11.02.1975;;Single;SmeCollege;0;4;1
1509;5409;02.04.2015;Individual;Samantha;Taylor;;female;Taylor;02.07.1973;;Married;Bachelor;1;1;1
1510;5668;11.08.2016;Individual;Brittany;Smith;;female;Smith;07.12.1984;;Single;AssocDgree;0;4;0
1511;5209;05.08.2013;Individual;Taylor;Dilliard;;female;Dilliard;18.06.1969;;Married;9thGrade;1;2;1
1512;5669;17.04.2012;Individual;Jennifer;Smith;;female;Smith;11.05.1980;;Single;Bachelor;0;2;0
1513;5410;24.11.2014;Individual;Victoria;Taylor;;female;Taylor;24.04.1986;;Single;Bachelor;1;1;0
1514;5210;26.12.2016;Individual;Haley;Flosi;;female;Flosi;19.11.1987;;Single;SmeCollege;1;4;1
1515;5670;24.08.2013;Individual;Emily;Anderson;;female;Anderson;27.01.1968;;Married;Bachelor;0;1;0
1516;5411;20.05.2015;Individual;Alexandra;Thomas;;female;Thomas;27.02.1974;;Single;SmeCollege;1;2;1
1517;5211;13.11.2013;Individual;Victoria;Maclead;;female;Maclead;25.02.1960;;Single;Master;1;3;1
1518;5671;05.04.2016;Individual;Morgan;Anderson;;female;Anderson;27.02.1964;;Single;SmeCollege;1;4;1
1519;5412;06.07.2014;Individual;Elizabeth;Thomas;;female;Thomas;11.06.1975;;Single;9thGrade;0;2;1
1520;5212;20.11.2014;Individual;Ashley;Marrier;;female;Marrier;29.04.1981;;Married;AssocDgree;0;1;0
1521;5672;01.11.2013;Individual;Allison;Brown;;female;Brown;09.03.1986;;Married;HighSchool;0;2;0
1522;5413;22.06.2013;Individual;Courtney;Wieser;;female;Wieser;09.12.1959;;Single;HighSchool;0;4;1
1523;5213;24.08.2012;Individual;Jessica;Marrier;;female;Marrier;03.06.1978;;Married;SmeCollege;0;3;0
1524;5673;20.02.2013;Individual;Amanda;Brown;;female;Brown;31.10.1968;;Married;SmeCollege;0;4;0
1525;5414;29.07.2012;Individual;Kelsey;Wieser;;female;Wieser;25.06.1961;;Single;9thGrade;1;4;0
1526;5214;20.01.2014;Individual;Kayla;Marrier;;female;Marrier;24.05.1974;;Single;Bachelor;1;2;1
1527;5674;25.04.2017;Individual;Morgan;Garufi;;female;Garufi;23.06.1971;;Single;HighSchool;0;3;1
1528;5415;13.01.2017;Individual;Mary;Wieser;;female;Wieser;19.06.1974;;Married;HighSchool;0;3;1
1529;5215;27.05.2014;Individual;Emily;Darakjy;;female;Darakjy;10.07.1960;;Married;SmeCollege;0;2;1
1530;5675;14.07.2016;Individual;Haley;Hernandez;;female;Hernandez;27.08.1966;;Single;Bachelor;0;1;0
1531;5416;05.09.2015;Individual;Samantha;Wieser;;female;Wieser;23.04.1963;;Single;Bachelor;1;4;0
1532;5216;18.03.2016;Individual;Morgan;Darakjy;;female;Darakjy;05.05.1976;;Single;Bachelor;0;4;1
1533;5676;29.08.2012;Individual;Kimberly;Hernandez;;female;Hernandez;06.08.1978;;Married;Master;0;1;1
1534;5417;29.08.2012;Individual;Victoria;Wieser;;female;Wieser;24.06.1969;;Married;HighSchool;1;4;1
1535;5217;29.01.2012;Individual;Amber;Davis;;female;Davis;19.07.1984;;Married;AssocDgree;1;2;1
1536;5677;26.02.2016;Individual;Amber;Martin;;female;Martin;24.03.1967;;Single;HighSchool;0;1;1
1537;5418;07.06.2017;Individual;Alyssa;Amigon;;female;Amigon;04.01.1970;;Married;9thGrade;1;2;0
1538;5218;26.11.2012;Individual;Brianna;Davis;;female;Davis;23.03.1980;;Single;HighSchool;0;4;0
1539;5678;06.04.2017;Individual;Brianna;Martin;;female;Martin;17.03.1966;;Married;SmeCollege;0;2;0
1540;5419;22.09.2014;Individual;Brittany;Amigon;;female;Amigon;05.08.1973;;Single;Bachelor;0;3;0
1541;5219;12.05.2014;Individual;Melissa;Foller;;female;Foller;20.10.1961;;Married;HighSchool;0;1;1
1542;5420;23.09.2016;Individual;Jennifer;Amigon;;female;Amigon;23.10.1972;;Married;Bachelor;0;1;1
1543;5220;06.02.2016;Individual;Amber;Garcia;;female;Garcia;23.11.1970;;Single;Bachelor;1;1;1
1544;5421;22.10.2013;Individual;Rebecca;Amigon;;female;Amigon;08.08.1968;;Single;SmeCollege;0;2;1
1545;5221;15.06.2014;Individual;Brianna;Garcia;;female;Garcia;29.09.1963;;Married;HighSchool;1;3;0
1546;5422;30.08.2013;Individual;Stephanie;Amigon;;female;Amigon;25.05.1969;;Married;HighSchool;0;1;1
1547;5222;03.08.2013;Individual;Jasmine;Garcia;;female;Garcia;29.04.1973;;Single;Bachelor;1;2;1
1548;5423;12.05.2017;Individual;Alexis;Anderson;;female;Anderson;14.03.1983;;Single;SmeCollege;0;3;0
1549;5223;05.06.2016;Individual;Lauren;Garcia;;female;Garcia;04.11.1963;;Married;AssocDgree;1;3;1
1550;5424;03.09.2013;Individual;Allison;Anderson;;female;Anderson;05.02.1972;;Single;SmeCollege;1;2;0
1551;5224;04.04.2017;Individual;Shelby;Jones;;female;Jones;02.12.1984;;Married;Bachelor;1;1;0
1552;5425;13.11.2014;Individual;Taylor;Jackson;;female;Jackson;22.11.1962;;Single;AssocDgree;0;3;0
1553;5225;24.12.2015;Individual;Amber;Maclead;;female;Maclead;07.02.1973;;Single;Bachelor;1;1;0
1554;5226;28.09.2014;Individual;Brianna;Maclead;;female;Maclead;09.07.1968;;Single;HighSchool;0;2;1
1555;5426;28.10.2012;Individual;Abigail;Johnson;;female;Johnson;21.09.1965;;Married;HighSchool;1;3;1
1556;5427;11.06.2014;Individual;Kelsey;Brown;;female;Brown;27.03.1971;;Single;Bachelor;1;3;0
1557;5428;18.01.2012;Individual;Mary;Brown;;female;Brown;21.01.1981;;Married;SmeCollege;0;3;1
1558;5429;29.09.2015;Individual;Samantha;Brown;;female;Brown;19.05.1964;;Married;HighSchool;1;2;1
1559;5430;23.05.2016;Individual;Victoria;Brown;;female;Brown;29.01.1972;;Single;9thGrade;1;2;1
1560;5431;23.03.2012;Individual;Ashley;Butt;;female;Butt;01.12.1960;;Single;SmeCollege;1;1;0
1561;5432;19.07.2015;Individual;Morgan;Dilliard;;female;Dilliard;06.02.1965;;Married;Bachelor;1;4;0
1562;5433;29.04.2015;Individual;Emily;Flosi;;female;Flosi;02.08.1963;;Married;HighSchool;1;4;1
1563;5434;08.05.2014;Individual;Amber;Marrier;;female;Marrier;08.01.1980;;Married;9thGrade;0;4;0
1564;5435;05.05.2013;Individual;Brianna;Marrier;;female;Marrier;24.07.1978;;Single;SmeCollege;1;1;0
1565;5436;10.07.2015;Individual;Jasmine;Marrier;;female;Marrier;14.01.1979;;Single;HighSchool;1;2;1
1566;5437;02.09.2015;Individual;Katherine;Marrier;;female;Marrier;10.12.1983;;Single;Bachelor;1;4;1
1567;5438;06.08.2012;Individual;Lauren;Marrier;;female;Marrier;16.08.1958;;Married;Bachelor;0;1;0
1568;5439;06.03.2017;Individual;Madison;Marrier;;female;Marrier;08.02.1989;;Married;HighSchool;1;4;0
1569;5440;15.08.2012;Individual;Rachel;Marrier;;female;Marrier;13.04.1959;;Single;Bachelor;0;3;1
1570;5441;29.01.2016;Individual;Sarah;Marrier;;female;Marrier;06.02.1968;;Single;AssocDgree;0;1;0
1571;5442;14.05.2016;Individual;Shelby;Marrier;;female;Marrier;14.04.1983;;Single;Bachelor;1;2;0
1572;5443;03.05.2013;Individual;Emily;Paprocki;;female;Paprocki;16.10.1982;;Married;9thGrade;0;1;0
1573;5444;08.05.2015;Individual;Morgan;Paprocki;;female;Paprocki;05.04.1983;;Married;SmeCollege;0;1;1
1574;5445;29.05.2016;Individual;Ashley;Poquette;;female;Poquette;16.05.1969;;Married;9thGrade;0;2;0
1575;5446;17.04.2014;Individual;Rebecca;Thompson;;female;Thompson;02.12.1971;;Married;9thGrade;1;3;0
1576;5447;23.11.2016;Individual;Stephanie;Thompson;;female;Thompson;26.05.1988;;Married;SmeCollege;1;3;0
1577;5448;31.08.2013;Individual;Abigail;Tollner;;female;Tollner;14.10.1983;;Married;SmeCollege;1;3;1
1578;5449;21.03.2013;Individual;Alyssa;Tollner;;female;Tollner;17.11.1965;;Single;HighSchool;0;1;1
1579;5450;25.04.2017;Individual;Brittany;Tollner;;female;Tollner;29.10.1983;;Married;Bachelor;1;3;0
1580;5451;20.12.2014;Individual;Jennifer;Tollner;;female;Tollner;21.01.1973;;Married;HighSchool;0;4;0
1581;5452;26.07.2012;Individual;Jessica;Butt;;female;Butt;12.10.1966;;Single;SmeCollege;0;2;1
