;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;ISSUENUMBER;NUMBERONCARD;VALIDFROMONCARD;VALIDTOONCARD;LIFECYCLESTATUS2;ISSUEREASON;CARDDELIVERYDATE;PINDELIVERYDATE;SHIPPINGMETHOD
990;100000835;CARDSYSTEM;100000835;1;870769942;01.12.2014;30.11.2018;active;FirstIssue;06.12.2014;11.12.2014;StandardMail
991;100000383;CARDSYSTEM;100000383;1;885506938;20.05.2014;19.05.2018;active;FirstIssue;23.05.2014;31.05.2014;StandardMail
992;100000836;CARDSYSTEM;100000836;1;634842838;30.12.2012;29.12.2016;active;FirstIssue;05.01.2013;08.01.2013;StandardMail
993;100000384;CARDSYSTEM;100000384;1;715168610;24.12.2013;23.12.2017;active;FirstIssue;27.12.2013;01.01.2014;StandardMail
994;100000837;CARDSYSTEM;100000837;1;35910411;24.04.2016;23.04.2020;active;FirstIssue;27.04.2016;05.05.2016;StandardMail
995;100000385;CARDSYSTEM;100000385;1;595456042;22.12.2015;21.12.2019;active;FirstIssue;27.12.2015;01.01.2016;StandardMail
996;100000838;CARDSYSTEM;100000838;1;433127862;21.08.2015;20.08.2019;active;FirstIssue;24.08.2015;01.09.2015;StandardMail
997;100000386;CARDSYSTEM;100000386;1;10765434;20.06.2017;19.06.2021;active;FirstIssue;25.06.2017;28.06.2017;StandardMail
998;100000839;CARDSYSTEM;100000839;1;432753932;14.12.2013;13.12.2017;active;FirstIssue;20.12.2013;25.12.2013;StandardMail
999;100000387;CARDSYSTEM;100000387;1;241146983;25.05.2012;24.05.2016;active;FirstIssue;31.05.2012;05.06.2012;StandardMail
1000;100000840;CARDSYSTEM;100000840;1;283201545;15.07.2015;14.07.2019;active;FirstIssue;21.07.2015;23.07.2015;StandardMail
1001;100000388;CARDSYSTEM;100000388;1;106392861;24.05.2015;23.05.2019;active;FirstIssue;29.05.2015;01.06.2015;StandardMail
1002;100000841;CARDSYSTEM;100000841;1;340059697;05.08.2015;04.08.2019;active;FirstIssue;10.08.2015;15.08.2015;StandardMail
1003;100000389;CARDSYSTEM;100000389;1;973839422;29.03.2012;28.03.2016;active;FirstIssue;04.04.2012;09.04.2012;StandardMail
1004;100000842;CARDSYSTEM;100000842;1;71926338;08.08.2013;07.08.2017;active;FirstIssue;14.08.2013;17.08.2013;StandardMail
1005;100000390;CARDSYSTEM;100000390;1;110074591;24.01.2013;23.01.2017;active;FirstIssue;27.01.2013;01.02.2013;StandardMail
1006;100000843;CARDSYSTEM;100000843;1;261615056;07.08.2015;06.08.2019;active;FirstIssue;13.08.2015;17.08.2015;StandardMail
1007;100000391;CARDSYSTEM;100000391;1;157685920;21.08.2012;20.08.2016;active;FirstIssue;24.08.2012;29.08.2012;StandardMail
1008;100000844;CARDSYSTEM;100000844;1;674569962;03.12.2012;02.12.2016;active;FirstIssue;06.12.2012;11.12.2012;StandardMail
1009;100000392;CARDSYSTEM;100000392;1;689249767;28.01.2013;27.01.2017;active;FirstIssue;02.02.2013;08.02.2013;StandardMail
1010;100000845;CARDSYSTEM;100000845;1;458797688;18.10.2015;17.10.2019;active;FirstIssue;22.10.2015;29.10.2015;StandardMail
1011;100000393;CARDSYSTEM;100000393;1;246192174;28.10.2015;27.10.2019;active;FirstIssue;01.11.2015;05.11.2015;StandardMail
1012;100000846;CARDSYSTEM;100000846;1;419702236;30.01.2014;29.01.2018;active;FirstIssue;05.02.2014;07.02.2014;StandardMail
1013;100000847;CARDSYSTEM;100000847;1;593115169;19.01.2016;18.01.2020;active;FirstIssue;25.01.2016;30.01.2016;StandardMail
1014;100000394;CARDSYSTEM;100000394;1;223697450;02.03.2015;01.03.2019;active;FirstIssue;05.03.2015;13.03.2015;StandardMail
1015;100000848;CARDSYSTEM;100000848;1;749858964;16.02.2015;15.02.2019;active;FirstIssue;20.02.2015;27.02.2015;StandardMail
1016;100000395;CARDSYSTEM;100000395;1;33599459;05.03.2015;04.03.2019;active;FirstIssue;11.03.2015;16.03.2015;StandardMail
1017;100000849;CARDSYSTEM;100000849;1;604757703;09.08.2015;08.08.2019;active;FirstIssue;12.08.2015;17.08.2015;StandardMail
1018;100000396;CARDSYSTEM;100000396;1;645105018;21.03.2015;20.03.2019;active;FirstIssue;27.03.2015;30.03.2015;StandardMail
1019;100000850;CARDSYSTEM;100000850;1;433649400;28.06.2014;27.06.2018;active;FirstIssue;01.07.2014;08.07.2014;StandardMail
1020;100000397;CARDSYSTEM;100000397;1;240290271;20.09.2016;19.09.2020;active;FirstIssue;24.09.2016;01.10.2016;StandardMail
1021;100000851;CARDSYSTEM;100000851;1;930314599;06.12.2014;05.12.2018;active;FirstIssue;09.12.2014;15.12.2014;StandardMail
1022;100000398;CARDSYSTEM;100000398;1;386624527;19.09.2012;18.09.2016;active;FirstIssue;22.09.2012;30.09.2012;StandardMail
1023;100000852;CARDSYSTEM;100000852;1;985209648;18.06.2013;17.06.2017;active;FirstIssue;23.06.2013;29.06.2013;StandardMail
1024;100000399;CARDSYSTEM;100000399;1;821085614;09.12.2013;08.12.2017;active;FirstIssue;15.12.2013;20.12.2013;StandardMail
1025;100000853;CARDSYSTEM;100000853;1;367278097;22.11.2016;21.11.2020;active;FirstIssue;27.11.2016;30.11.2016;StandardMail
1026;100000400;CARDSYSTEM;100000400;1;655283846;30.05.2017;29.05.2021;active;FirstIssue;02.06.2017;10.06.2017;StandardMail
1027;100000854;CARDSYSTEM;100000854;1;577997206;10.07.2016;09.07.2020;active;FirstIssue;16.07.2016;18.07.2016;StandardMail
1028;100000401;CARDSYSTEM;100000401;1;148831094;06.02.2015;05.02.2019;active;FirstIssue;12.02.2015;14.02.2015;StandardMail
1029;100000855;CARDSYSTEM;100000855;1;380323125;24.02.2014;23.02.2018;active;FirstIssue;02.03.2014;04.03.2014;StandardMail
1030;100000402;CARDSYSTEM;100000402;1;374116191;10.09.2014;09.09.2018;active;FirstIssue;15.09.2014;19.09.2014;StandardMail
1031;100000856;CARDSYSTEM;100000856;1;549950516;10.09.2015;09.09.2019;active;FirstIssue;14.09.2015;18.09.2015;StandardMail
1032;100000403;CARDSYSTEM;100000403;1;145677403;26.06.2012;25.06.2016;active;FirstIssue;02.07.2012;06.07.2012;StandardMail
1033;100000857;CARDSYSTEM;100000857;1;347348268;09.01.2017;08.01.2021;active;FirstIssue;12.01.2017;18.01.2017;StandardMail
1034;100000404;CARDSYSTEM;100000404;1;467014524;01.12.2014;30.11.2018;active;FirstIssue;05.12.2014;12.12.2014;StandardMail
1035;100000858;CARDSYSTEM;100000858;1;718824319;20.04.2012;19.04.2016;active;FirstIssue;26.04.2012;29.04.2012;StandardMail
1036;100000405;CARDSYSTEM;100000405;1;700912117;09.05.2013;08.05.2017;active;FirstIssue;13.05.2013;20.05.2013;StandardMail
1037;100000859;CARDSYSTEM;100000859;1;214525875;14.10.2013;13.10.2017;active;FirstIssue;18.10.2013;23.10.2013;StandardMail
1038;100000406;CARDSYSTEM;100000406;1;749871442;01.03.2015;28.02.2019;active;FirstIssue;07.03.2015;11.03.2015;StandardMail
1039;100000860;CARDSYSTEM;100000860;1;56071957;31.01.2015;30.01.2019;active;FirstIssue;06.02.2015;10.02.2015;StandardMail
1040;100000407;CARDSYSTEM;100000407;1;144946938;07.12.2013;06.12.2017;active;FirstIssue;13.12.2013;15.12.2013;StandardMail
1041;100000861;CARDSYSTEM;100000861;1;263845471;17.06.2014;16.06.2018;active;FirstIssue;20.06.2014;26.06.2014;StandardMail
1042;100000408;CARDSYSTEM;100000408;1;552357818;03.10.2012;02.10.2016;active;FirstIssue;09.10.2012;11.10.2012;StandardMail
1043;100000862;CARDSYSTEM;100000862;1;858201771;15.03.2014;14.03.2018;active;FirstIssue;20.03.2014;23.03.2014;StandardMail
1044;100000409;CARDSYSTEM;100000409;1;293076394;09.04.2015;08.04.2019;active;FirstIssue;13.04.2015;20.04.2015;StandardMail
1045;100000410;CARDSYSTEM;100000410;1;261330899;01.12.2014;30.11.2018;active;FirstIssue;05.12.2014;11.12.2014;StandardMail
1046;100000863;CARDSYSTEM;100000863;1;139597471;13.08.2016;12.08.2020;active;FirstIssue;19.08.2016;23.08.2016;StandardMail
1047;100000411;CARDSYSTEM;100000411;1;524337284;28.05.2015;27.05.2019;active;FirstIssue;02.06.2015;06.06.2015;StandardMail
1048;100000864;CARDSYSTEM;100000864;1;408986037;28.10.2015;27.10.2019;active;FirstIssue;31.10.2015;08.11.2015;StandardMail
1049;100000412;CARDSYSTEM;100000412;1;357682423;14.07.2014;13.07.2018;active;FirstIssue;19.07.2014;23.07.2014;StandardMail
1050;100000865;CARDSYSTEM;100000865;1;22749725;01.09.2013;31.08.2017;active;FirstIssue;04.09.2013;12.09.2013;StandardMail
1051;100000413;CARDSYSTEM;100000413;1;594082611;29.06.2013;28.06.2017;active;FirstIssue;04.07.2013;08.07.2013;StandardMail
1052;100000866;CARDSYSTEM;100000866;1;216444897;12.08.2013;11.08.2017;active;FirstIssue;15.08.2013;21.08.2013;StandardMail
1053;100000414;CARDSYSTEM;100000414;1;71864841;04.08.2012;03.08.2016;active;FirstIssue;07.08.2012;15.08.2012;StandardMail
1054;100000867;CARDSYSTEM;100000867;1;795415274;23.12.2014;22.12.2018;active;FirstIssue;27.12.2014;02.01.2015;StandardMail
1055;100000415;CARDSYSTEM;100000415;1;333546257;19.01.2017;18.01.2021;active;FirstIssue;23.01.2017;29.01.2017;StandardMail
1056;100000868;CARDSYSTEM;100000868;1;241517118;13.05.2014;12.05.2018;active;FirstIssue;18.05.2014;23.05.2014;StandardMail
1057;100000416;CARDSYSTEM;100000416;1;653450579;10.09.2015;09.09.2019;active;FirstIssue;14.09.2015;19.09.2015;StandardMail
1058;100000869;CARDSYSTEM;100000869;1;261060800;12.09.2016;11.09.2020;active;FirstIssue;15.09.2016;23.09.2016;StandardMail
1059;100000417;CARDSYSTEM;100000417;1;119001382;07.09.2012;06.09.2016;active;FirstIssue;13.09.2012;18.09.2012;StandardMail
1060;100000870;CARDSYSTEM;100000870;1;152718043;04.11.2013;03.11.2017;active;FirstIssue;10.11.2013;13.11.2013;StandardMail
1061;100000418;CARDSYSTEM;100000418;1;344488561;14.06.2017;13.06.2021;active;FirstIssue;18.06.2017;25.06.2017;StandardMail
1062;100000871;CARDSYSTEM;100000871;1;964730268;27.10.2015;26.10.2019;active;FirstIssue;30.10.2015;06.11.2015;StandardMail
1063;100000419;CARDSYSTEM;100000419;1;959556382;27.09.2014;26.09.2018;active;FirstIssue;03.10.2014;07.10.2014;StandardMail
1064;100000872;CARDSYSTEM;100000872;1;451122795;13.06.2017;12.06.2021;active;FirstIssue;16.06.2017;23.06.2017;StandardMail
1065;100000420;CARDSYSTEM;100000420;1;469181911;30.09.2016;29.09.2020;active;FirstIssue;06.10.2016;08.10.2016;StandardMail
1066;100000873;CARDSYSTEM;100000873;1;852718183;15.04.2015;14.04.2019;active;FirstIssue;18.04.2015;24.04.2015;StandardMail
1067;100000421;CARDSYSTEM;100000421;1;266784578;29.10.2013;28.10.2017;active;FirstIssue;04.11.2013;08.11.2013;StandardMail
1068;100000422;CARDSYSTEM;100000422;1;665889338;06.09.2013;05.09.2017;active;FirstIssue;12.09.2013;14.09.2013;StandardMail
1069;100000423;CARDSYSTEM;100000423;1;840215843;20.05.2017;19.05.2021;active;FirstIssue;26.05.2017;29.05.2017;StandardMail
1070;100000874;CARDSYSTEM;100000874;1;438632853;15.04.2014;14.04.2018;active;FirstIssue;21.04.2014;23.04.2014;StandardMail
1071;100000424;CARDSYSTEM;100000424;1;129213335;09.09.2013;08.09.2017;active;FirstIssue;13.09.2013;20.09.2013;StandardMail
1072;100000875;CARDSYSTEM;100000875;1;1007296126;19.11.2014;18.11.2018;active;FirstIssue;24.11.2014;30.11.2014;StandardMail
1073;100000425;CARDSYSTEM;100000425;1;331560199;19.11.2014;18.11.2018;active;FirstIssue;25.11.2014;30.11.2014;StandardMail
1074;100000876;CARDSYSTEM;100000876;1;323760773;22.09.2013;21.09.2017;active;FirstIssue;28.09.2013;03.10.2013;StandardMail
1075;100000426;CARDSYSTEM;100000426;1;810254800;03.11.2012;02.11.2016;active;FirstIssue;08.11.2012;13.11.2012;StandardMail
1076;100000877;CARDSYSTEM;100000877;1;890693687;03.04.2014;02.04.2018;active;FirstIssue;07.04.2014;11.04.2014;StandardMail
1077;100000427;CARDSYSTEM;100000427;1;395922327;16.06.2014;15.06.2018;active;FirstIssue;22.06.2014;27.06.2014;StandardMail
1078;100000878;CARDSYSTEM;100000878;1;361408356;01.09.2014;31.08.2018;active;FirstIssue;05.09.2014;11.09.2014;StandardMail
1079;100000428;CARDSYSTEM;100000428;1;879979613;24.01.2012;23.01.2016;active;FirstIssue;28.01.2012;02.02.2012;StandardMail
1080;100000879;CARDSYSTEM;100000879;1;1009180077;01.04.2017;31.03.2021;active;FirstIssue;04.04.2017;09.04.2017;StandardMail
1081;100000429;CARDSYSTEM;100000429;1;983254898;04.10.2015;03.10.2019;active;FirstIssue;08.10.2015;14.10.2015;StandardMail
1082;100000880;CARDSYSTEM;100000880;1;757578106;12.03.2015;11.03.2019;active;FirstIssue;17.03.2015;22.03.2015;StandardMail
1083;100000430;CARDSYSTEM;100000430;1;354154625;29.05.2016;28.05.2020;active;FirstIssue;02.06.2016;07.06.2016;StandardMail
1084;100000881;CARDSYSTEM;100000881;1;632546149;28.11.2014;27.11.2018;active;FirstIssue;01.12.2014;09.12.2014;StandardMail
1085;100000431;CARDSYSTEM;100000431;1;678935320;31.03.2012;30.03.2016;active;FirstIssue;06.04.2012;10.04.2012;StandardMail
1086;100000882;CARDSYSTEM;100000882;1;185883998;07.07.2015;06.07.2019;active;FirstIssue;13.07.2015;17.07.2015;StandardMail
1087;100000432;CARDSYSTEM;100000432;1;608821696;27.07.2015;26.07.2019;active;FirstIssue;31.07.2015;07.08.2015;StandardMail
1088;100000883;CARDSYSTEM;100000883;1;152135049;27.05.2015;26.05.2019;active;FirstIssue;31.05.2015;05.06.2015;StandardMail
1089;100000433;CARDSYSTEM;100000433;1;711687173;08.05.2015;07.05.2019;active;FirstIssue;12.05.2015;19.05.2015;StandardMail
1090;100000884;CARDSYSTEM;100000884;1;75189015;10.03.2015;09.03.2019;active;FirstIssue;16.03.2015;21.03.2015;StandardMail
1091;100000434;CARDSYSTEM;100000434;1;629764033;15.05.2014;14.05.2018;active;FirstIssue;20.05.2014;26.05.2014;StandardMail
1092;100000885;CARDSYSTEM;100000885;1;915798742;05.02.2013;04.02.2017;active;FirstIssue;08.02.2013;13.02.2013;StandardMail
1093;100000435;CARDSYSTEM;100000435;1;243724338;12.05.2013;11.05.2017;active;FirstIssue;18.05.2013;20.05.2013;StandardMail
1094;100000886;CARDSYSTEM;100000886;1;450491401;11.09.2014;10.09.2018;active;FirstIssue;16.09.2014;21.09.2014;StandardMail
1095;100000436;CARDSYSTEM;100000436;1;160174592;15.07.2015;14.07.2019;active;FirstIssue;18.07.2015;24.07.2015;StandardMail
1096;100000887;CARDSYSTEM;100000887;1;801077081;28.01.2014;27.01.2018;active;FirstIssue;03.02.2014;07.02.2014;StandardMail
1097;100000437;CARDSYSTEM;100000437;1;743409994;08.09.2015;07.09.2019;active;FirstIssue;11.09.2015;16.09.2015;StandardMail
1098;100000888;CARDSYSTEM;100000888;1;932852530;07.03.2016;06.03.2020;active;FirstIssue;13.03.2016;15.03.2016;StandardMail
1099;100000438;CARDSYSTEM;100000438;1;524740843;12.08.2012;11.08.2016;active;FirstIssue;17.08.2012;21.08.2012;StandardMail
1100;100000889;CARDSYSTEM;100000889;1;546554016;18.06.2016;17.06.2020;active;FirstIssue;24.06.2016;28.06.2016;StandardMail
1101;100000439;CARDSYSTEM;100000439;1;735423861;15.03.2017;14.03.2021;active;FirstIssue;18.03.2017;24.03.2017;StandardMail
1102;100000890;CARDSYSTEM;100000890;1;609383751;02.10.2013;01.10.2017;active;FirstIssue;08.10.2013;10.10.2013;StandardMail
1103;100000440;CARDSYSTEM;100000440;1;742294550;20.08.2012;19.08.2016;active;FirstIssue;25.08.2012;28.08.2012;StandardMail
1104;100000891;CARDSYSTEM;100000891;1;811141959;20.05.2014;19.05.2018;active;FirstIssue;24.05.2014;29.05.2014;StandardMail
1105;100000441;CARDSYSTEM;100000441;1;928368912;03.02.2016;02.02.2020;active;FirstIssue;08.02.2016;11.02.2016;StandardMail
1106;100000892;CARDSYSTEM;100000892;1;821653339;01.12.2014;30.11.2018;active;FirstIssue;06.12.2014;11.12.2014;StandardMail
1107;100000442;CARDSYSTEM;100000442;1;625329995;23.05.2016;22.05.2020;active;FirstIssue;26.05.2016;01.06.2016;StandardMail
1108;100000893;CARDSYSTEM;100000893;1;147180776;25.08.2014;24.08.2018;active;FirstIssue;31.08.2014;02.09.2014;StandardMail
1109;100000443;CARDSYSTEM;100000443;1;693959786;11.05.2013;10.05.2017;active;FirstIssue;15.05.2013;20.05.2013;StandardMail
1110;100000894;CARDSYSTEM;100000894;1;519258948;21.06.2016;20.06.2020;active;FirstIssue;26.06.2016;01.07.2016;StandardMail
1111;100000444;CARDSYSTEM;100000444;1;931378658;14.05.2015;13.05.2019;active;FirstIssue;17.05.2015;24.05.2015;StandardMail
1112;100000895;CARDSYSTEM;100000895;1;552362154;24.03.2015;23.03.2019;active;FirstIssue;29.03.2015;01.04.2015;StandardMail
1113;100000445;CARDSYSTEM;100000445;1;90034150;06.06.2016;05.06.2020;active;FirstIssue;11.06.2016;14.06.2016;StandardMail
1114;100000896;CARDSYSTEM;100000896;1;664117147;26.03.2015;25.03.2019;active;FirstIssue;29.03.2015;05.04.2015;StandardMail
1115;100000897;CARDSYSTEM;100000897;1;981631306;04.05.2015;03.05.2019;active;FirstIssue;10.05.2015;15.05.2015;StandardMail
1116;100000446;CARDSYSTEM;100000446;1;199286164;24.04.2014;23.04.2018;active;FirstIssue;28.04.2014;02.05.2014;StandardMail
1117;100000898;CARDSYSTEM;100000898;1;269908512;22.04.2017;21.04.2021;active;FirstIssue;25.04.2017;02.05.2017;StandardMail
1118;100000447;CARDSYSTEM;100000447;1;82142450;02.12.2016;01.12.2020;active;FirstIssue;05.12.2016;10.12.2016;StandardMail
1119;100000899;CARDSYSTEM;100000899;1;155865141;26.01.2017;25.01.2021;active;FirstIssue;01.02.2017;05.02.2017;StandardMail
1120;100000448;CARDSYSTEM;100000448;1;764270608;07.09.2013;06.09.2017;active;FirstIssue;12.09.2013;17.09.2013;StandardMail
1121;100000449;CARDSYSTEM;100000449;1;351205164;28.03.2013;27.03.2017;active;FirstIssue;01.04.2013;05.04.2013;StandardMail
1122;100000900;CARDSYSTEM;100000900;1;1002833521;13.10.2016;12.10.2020;active;FirstIssue;18.10.2016;22.10.2016;StandardMail
1123;100000450;CARDSYSTEM;100000450;1;530809576;03.05.2017;02.05.2021;active;FirstIssue;06.05.2017;14.05.2017;StandardMail
1124;100000901;CARDSYSTEM;100000901;1;248630485;27.12.2015;26.12.2019;active;FirstIssue;30.12.2015;07.01.2016;StandardMail
1125;100000451;CARDSYSTEM;100000451;1;28450777;28.12.2014;27.12.2018;active;FirstIssue;31.12.2014;07.01.2015;StandardMail
1126;100000902;CARDSYSTEM;100000902;1;858480355;15.03.2012;14.03.2016;active;FirstIssue;18.03.2012;23.03.2012;StandardMail
1127;100000452;CARDSYSTEM;100000452;1;430987416;04.08.2012;03.08.2016;active;FirstIssue;10.08.2012;12.08.2012;StandardMail
1128;100000903;CARDSYSTEM;100000903;1;474282178;06.04.2012;05.04.2016;active;FirstIssue;10.04.2012;16.04.2012;StandardMail
1129;100000904;CARDSYSTEM;100000904;1;284506589;08.10.2016;07.10.2020;active;FirstIssue;11.10.2016;19.10.2016;StandardMail
1130;100000453;CARDSYSTEM;100000453;1;923292544;28.12.2015;27.12.2019;active;FirstIssue;01.01.2016;08.01.2016;StandardMail
1131;100000454;CARDSYSTEM;100000454;1;90420922;24.11.2014;23.11.2018;active;FirstIssue;29.11.2014;04.12.2014;StandardMail
1132;100000455;CARDSYSTEM;100000455;1;288903524;16.01.2012;15.01.2016;active;FirstIssue;22.01.2012;26.01.2012;StandardMail
1133;100000456;CARDSYSTEM;100000456;1;55844235;05.06.2017;04.06.2021;active;FirstIssue;09.06.2017;14.06.2017;StandardMail
1134;100000457;CARDSYSTEM;100000457;1;865410603;02.05.2017;01.05.2021;active;FirstIssue;07.05.2017;10.05.2017;StandardMail
1135;100000458;CARDSYSTEM;100000458;1;54406621;02.03.2017;01.03.2021;active;FirstIssue;07.03.2017;11.03.2017;StandardMail
1136;100000459;CARDSYSTEM;100000459;1;932407866;12.10.2015;11.10.2019;active;FirstIssue;16.10.2015;20.10.2015;StandardMail
1137;100000460;CARDSYSTEM;100000460;1;74005109;29.07.2016;28.07.2020;active;FirstIssue;01.08.2016;06.08.2016;StandardMail
1138;100000461;CARDSYSTEM;100000461;1;314270581;18.07.2014;17.07.2018;active;FirstIssue;22.07.2014;26.07.2014;StandardMail
1139;100000462;CARDSYSTEM;100000462;1;667014739;19.12.2013;18.12.2017;active;FirstIssue;24.12.2013;30.12.2013;StandardMail
1140;100000463;CARDSYSTEM;100000463;1;737384950;16.11.2013;15.11.2017;active;FirstIssue;21.11.2013;26.11.2013;StandardMail
1141;100000464;CARDSYSTEM;100000464;1;705900588;08.03.2016;07.03.2020;active;FirstIssue;12.03.2016;19.03.2016;StandardMail
1142;100000465;CARDSYSTEM;100000465;1;680469909;01.05.2016;30.04.2020;active;FirstIssue;07.05.2016;12.05.2016;StandardMail
1143;100000466;CARDSYSTEM;100000466;1;942456111;17.11.2015;16.11.2019;active;FirstIssue;23.11.2015;25.11.2015;StandardMail
1144;100000467;CARDSYSTEM;100000467;1;810894792;30.01.2013;29.01.2017;active;FirstIssue;04.02.2013;10.02.2013;StandardMail
1145;100000001;CARDSYSTEM;100000001;1;1003902907;24.07.2016;23.07.2020;active;FirstIssue;27.07.2016;02.08.2016;StandardMail
1146;100000468;CARDSYSTEM;100000468;1;16827380;14.09.2016;13.09.2020;active;FirstIssue;19.09.2016;25.09.2016;StandardMail
1147;100000002;CARDSYSTEM;100000002;1;153862281;24.06.2013;23.06.2017;active;FirstIssue;28.06.2013;05.07.2013;StandardMail
1148;100000469;CARDSYSTEM;100000469;1;316067987;05.01.2016;04.01.2020;active;FirstIssue;11.01.2016;13.01.2016;StandardMail
1149;100000470;CARDSYSTEM;100000470;1;216981282;28.01.2016;27.01.2020;active;FirstIssue;31.01.2016;08.02.2016;StandardMail
1150;100000003;CARDSYSTEM;100000003;1;168929128;08.11.2012;07.11.2016;active;FirstIssue;14.11.2012;18.11.2012;StandardMail
1151;100000471;CARDSYSTEM;100000471;1;930270533;26.06.2016;25.06.2020;active;FirstIssue;29.06.2016;06.07.2016;StandardMail
1152;100000004;CARDSYSTEM;100000004;1;570903857;02.07.2016;01.07.2020;active;FirstIssue;05.07.2016;13.07.2016;StandardMail
1153;100000472;CARDSYSTEM;100000472;1;77828068;06.11.2013;05.11.2017;active;FirstIssue;09.11.2013;15.11.2013;StandardMail
1154;100000005;CARDSYSTEM;100000005;1;969047056;21.02.2012;20.02.2016;active;FirstIssue;26.02.2012;01.03.2012;StandardMail
